index,canonical_name,mode,status,filename,size_bytes,source_url,source_page,note
1,"AKR ""2 Years Red""",REPLACE_EXISTING,SKIPPED_VALID,akr_2_years_red.webp,35364,,,alpha=88.2912%
2,"AKR ""Arctic Camo""",ADD_NEW,OK_DISCOVERED,akr_arctic_camo.webp,18544,https://ggstand.com/public/storage/items/1775564099ac44eb2adfc51023b9393bbd2f3a8e9f.png,https://ggstand.com/en/case/akr,source=WEBP; alpha=82.2617%
3,"AKR ""Carbon""",REPLACE_EXISTING,SKIPPED_VALID,akr_carbon.webp,30458,,,alpha=85.0204%
4,"AKR ""Digital Burst""",ADD_NEW,OK_DISCOVERED,akr_digital_burst.webp,29634,https://ggstand.com/public/storage/items/16897045977e2594497532ac8bbcfc9681b7c27701.png,https://ggstand.com/en/case/akr,source=WEBP; alpha=90.9126%
5,"AKR ""Dragon""",REPLACE_EXISTING,SKIPPED_VALID,akr_dragon.webp,37240,,,alpha=84.7389%
6,"AKR ""Fabric Storm""",REPLACE_EXISTING,SKIPPED_VALID,akr_fabric_storm.webp,37932,,,alpha=86.0435%
7,"AKR ""Genesis""",REPLACE_EXISTING,SKIPPED_VALID,akr_genesis.webp,21036,,,alpha=82.5485%
8,"AKR ""Mirage Menace""",ADD_NEW,OK_DISCOVERED,akr_mirage_menace.webp,35080,https://ggstand.com/public/storage/items/1693405187359b626835c9112bdd7873fab04b84b1.png,https://ggstand.com/en/case/akr,source=WEBP; alpha=91.7412%
9,"AKR ""Night Fury""",REPLACE_EXISTING,SKIPPED_VALID,akr_night_fury.webp,25340,,,alpha=89.3951%
10,"AKR ""Scylla""",ADD_NEW,OK_DISCOVERED,akr_scylla.webp,32162,https://ggstand.com/public/storage/items/16896920998068ba9f4f2216ad5edc47641853b2ce.png,https://ggstand.com/en/case/akr,source=WEBP; alpha=89.3951%
11,"AKR ""Sketch""",ADD_NEW,OK_DISCOVERED,akr_sketch.webp,23646,https://ggstand.com/public/storage/items/1766142321943e9c0dcbf9785d7b795e68a85e095d.png,https://ggstand.com/en/case/akr,source=WEBP; alpha=82.3753%
12,"AKR ""Sport""",REPLACE_EXISTING,SKIPPED_VALID,akr_sport.webp,34566,,,alpha=85.3462%
13,"AKR ""Treasure Hunter""",REPLACE_EXISTING,SKIPPED_VALID,akr_treasure_hunter.webp,49390,,,alpha=84.9754%
14,"AKR ""Twilight""",ADD_NEW,OK_DISCOVERED,akr_twilight.webp,15760,https://ggstand.com/public/storage/items/177737196222ec63a69a5a338039d3c50cce907a06.png,https://ggstand.com/en/case/akr,source=WEBP; alpha=82.4654%
15,"AKR12 ""Geometric""",ADD_NEW,OK_DISCOVERED,akr12_geometric.webp,38998,https://ggstand.com/public/storage/items/16880794321f06e2a88983683dc21537c6e28932d0.png,https://ggstand.com/en/case/akr12,source=WEBP; alpha=85.7689%
16,"AKR12 ""Kensei""",ADD_NEW,OK_DISCOVERED,akr12_kensei.webp,27462,https://ggstand.com/public/storage/items/17586326718052fcc2cef429e679d17786805c272c.png,https://ggstand.com/en/case/akr12,source=WEBP; alpha=74.2958%
17,"AWM ""Gear""",ADD_NEW,OK_DISCOVERED,awm_gear.webp,27580,https://ggstand.com/public/storage/items/16880802900037bc0f17f83d13a3daf4ffbdff9559.png,https://ggstand.com/en/case/awm,source=WEBP; alpha=87.8975%
18,"AWM ""Genesis""",REPLACE_EXISTING,SKIPPED_VALID,awm_genesis.webp,32450,,,alpha=88.5811%
19,"AWM ""Jade Stone""",ADD_NEW,OK_DISCOVERED,awm_jade_stone.webp,21538,https://ggstand.com/public/storage/items/17709866926d186b31fb1258480445905114743c86.png,https://ggstand.com/en/case/year-of-horse-st-collection,source=WEBP; alpha=73.7175%
20,"AWM ""Nebula""",ADD_NEW,OK_DISCOVERED,awm_nebula.webp,23834,https://ggstand.com/public/storage/items/1689944070c4997fb59ed2dd9930620ad07401a8c5.png,https://ggstand.com/en/case/awm,source=WEBP; alpha=92.2020%
21,"AWM ""Polar Night""",ADD_NEW,OK_DISCOVERED,awm_polar_night.webp,29332,https://ggstand.com/public/storage/items/168808040452504bda1e3ffa1cbbda2b2b1e2c4705.png,https://ggstand.com/en/case/awm,source=WEBP; alpha=87.7396%
22,"AWM ""Stickerbomb""",ADD_NEW,OK_DISCOVERED,awm_stickerbomb.webp,30538,https://ggstand.com/public/storage/items/1689692333cb2c5fa86c1726e0cfd7010f52c243cd.png,https://ggstand.com/en/case/awm,source=WEBP; alpha=90.8989%
23,"Akimbo Uzi ""Yokai""",REPLACE_EXISTING,SKIPPED_VALID,akimbo_uzi_yokai.webp,17698,,,alpha=81.4178%
24,"Berettas ""Cascade""",ADD_NEW,OK_DISCOVERED,berettas_cascade.webp,20962,https://ggstand.com/public/storage/items/1756134533dbc52bcafebc39ab02378dc77a0178a3.png,https://ggstand.com/en/case/berettas,source=WEBP; alpha=83.1833%
25,"Butterfly ""Black Widow""",REPLACE_EXISTING,SKIPPED_VALID,butterfly_black_widow.webp,9836,,,alpha=92.1120%
26,"Butterfly ""Dragon Glass""",ADD_NEW,OK_DISCOVERED,butterfly_dragon_glass.webp,13572,https://ggstand.com/public/storage/items/1771274836967e47283139b6ab33cd8c687dceb72e.png,https://ggstand.com/en/case/ezknife-m-st,source=WEBP; alpha=92.1120%
27,"Butterfly ""Jade Stone""",ADD_NEW,OK_DISCOVERED,butterfly_jade_stone.webp,15902,https://ggstand.com/public/storage/items/17712374635053b9592564d243615c4411e94bb4d5.png,https://ggstand.com/en/case/year-of-horse-st-collection,source=WEBP; alpha=91.9525%
28,"Butterfly ""Legacy""",REPLACE_EXISTING,SKIPPED_VALID,butterfly_legacy.webp,19946,,,alpha=96.1853%
29,"Desert Eagle ""Dragon Glass""",ADD_NEW,OK_DISCOVERED,desert_eagle_dragon_glass.webp,27658,https://ggstand.io/public/storage/items/16880806961e7419157bd7b862885cfc13bb394818.png,https://ggstand.io/ru/case/deagle,source=WEBP; alpha=83.4091%
30,"Desert Eagle ""Eclipse""",ADD_NEW,OK_DISCOVERED,desert_eagle_eclipse.webp,19270,https://ggstand.io/public/storage/items/174282806429d307817c36e6656997ad695365e482.png,https://ggstand.io/ru/case/deagle,source=WEBP; alpha=78.4744%
31,"Desert Eagle ""Infection""",ADD_NEW,OK_DISCOVERED,desert_eagle_infection.webp,28196,https://ggstand.io/public/storage/items/16897047008d0a43313af5b5859faf1a2098401161.png,https://ggstand.io/ru/case/deagle,source=WEBP; alpha=79.3442%
32,"Desert Eagle ""Jade Stone""",ADD_NEW,OK_DISCOVERED,desert_eagle_jade_stone.webp,22220,https://ggstand.com/public/storage/items/1771237648dacfb337d117376df98832f740162087.png,https://ggstand.com/en/case/year-of-horse-st-collection,source=WEBP; alpha=78.9955%
33,"Desert Eagle ""Morgan""",REPLACE_EXISTING,SKIPPED_VALID,desert_eagle_morgan.webp,22682,,,alpha=90.2565%
34,"Desert Eagle ""Razorwire""",REPLACE_EXISTING,SKIPPED_VALID,desert_eagle_razorwire.webp,21550,,,alpha=79.0733%
35,"Desert Eagle ""Red Dragon""",ADD_NEW,OK_DISCOVERED,desert_eagle_red_dragon.webp,56964,https://ggstand.io/public/storage/items/1688080812f1d4fa2d1f5569d8a6effa52f46cbb2f.png,https://ggstand.io/ru/case/deagle,source=WEBP; alpha=78.7392%
36,"Desert Eagle ""Venator""",ADD_NEW,OK_DISCOVERED,desert_eagle_venator.webp,39694,https://ggstand.io/public/storage/items/1688405645e379f2464e11db2c54cd8817c98242e8.png,https://ggstand.io/ru/case/deagle,source=WEBP; alpha=88.1935%
37,"Desert Eagle ""Violet Flame""",ADD_NEW,OK_DISCOVERED,desert_eagle_violet_flame.webp,28994,https://ggstand.io/public/storage/items/1710439666fc669ef3147a4f7ca78f2965708ae93b.png,https://ggstand.io/ru/case/deagle,source=WEBP; alpha=89.3440%
38,"Desert Eagle ""Yakuza""",REPLACE_EXISTING,SKIPPED_VALID,desert_eagle_yakuza.webp,38094,,,alpha=87.5351%
39,"Dual Daggers ""Demonic Steel""",ADD_NEW,OK_DISCOVERED,dual_daggers_demonic_steel.webp,18358,https://ggstand.com/public/storage/items/177929264814d16061bc05122363c4daa4374e3f6f.png,https://ggstand.com/en/case/ezknife-m-st,source=WEBP; alpha=83.9500%
40,"F/S ""Hellspawn""",ADD_NEW,OK_DISCOVERED,f_s_hellspawn.webp,26004,https://ggstand.io/public/storage/items/1704636638390fe6c88f39237e7278ee4fc03dc535.png,https://ggstand.io/ru/case/f-s,source=WEBP; alpha=91.2346%
41,"F/S ""Octopus""",ADD_NEW,OK_DISCOVERED,f_s_octopus.webp,30396,https://ggstand.io/public/storage/items/1689692510785f67a70b1a86267991a1d79c02e050.png,https://ggstand.io/ru/case/f-s,source=WEBP; alpha=88.4453%
42,"F/S ""Rush""",ADD_NEW,OK_DISCOVERED,f_s_rush.webp,32684,https://ggstand.io/public/storage/items/16880819372432b3b57a68aa04249782481186d484.png,https://ggstand.io/ru/case/f-s,source=WEBP; alpha=81.5872%
43,"F/S ""Toxic""",ADD_NEW,OK_DISCOVERED,f_s_toxic.webp,17074,https://ggstand.io/public/storage/items/17104380845ecbdfc0e1ec6c6587b3e62ba4ba707d.png,https://ggstand.io/ru/case/f-s,source=WEBP; alpha=93.6752%
44,"F/S ""Vines""",ADD_NEW,OK_DISCOVERED,f_s_vines.webp,22594,https://ggstand.io/public/storage/items/175164591544ab3ae6906c4c136026f4e550d46a28.png,https://ggstand.io/ru/case/f-s,source=WEBP; alpha=80.4039%
45,"FAMAS ""Fury""",REPLACE_EXISTING,SKIPPED_VALID,famas_fury.webp,48736,,,alpha=83.9340%
46,"FAMAS ""Handcraft""",ADD_NEW,OK_DISCOVERED,famas_handcraft.webp,29566,https://ggstand.io/public/storage/items/168985694794cba744271ba1b55cfd679a8b26f06d.png,https://ggstand.io/ru/case/famas,source=WEBP; alpha=91.0713%
47,"FAMAS ""Raider""",ADD_NEW,OK_DISCOVERED,famas_raider.webp,26734,https://ggstand.com/public/storage/items/176165960312b9d407a411a7e33efe6c129bcd152f.png,https://ggstand.com/en/case/dia-de-muertos-st-collection,source=WEBP; alpha=77.6711%
48,"FAMAS ""Ritual""",ADD_NEW,OK_DISCOVERED,famas_ritual.webp,29650,https://ggstand.io/public/storage/items/1749648401497b815abc0b11c40211e9e46550d2e9.png,https://ggstand.io/ru/case/famas,source=WEBP; alpha=77.6054%
49,"FN FAL ""Astral Rift""",ADD_NEW,OK_DISCOVERED,fn_fal_astral_rift.webp,20092,https://ggstand.io/public/storage/items/17301963445d149978c4effc8195cb1a07fc277c3c.png,https://ggstand.io/ru/case/fn-fal,source=WEBP; alpha=94.4176%
50,"FN FAL ""Phoenix Risen""",REPLACE_EXISTING,SKIPPED_VALID,fn_fal_phoenix_risen.webp,27766,,,alpha=87.1437%
51,"FN FAL ""Splash""",ADD_NEW,OK_DISCOVERED,fn_fal_splash.webp,20010,https://ggstand.io/public/storage/items/175164590114f6bd9c2f0a83262d50b485f98517af.png,https://ggstand.io/ru/case/fn-fal,source=WEBP; alpha=82.0999%
52,"Fang ""Aureate""",REPLACE_EXISTING,SKIPPED_VALID,fang_aureate.webp,14320,,,alpha=90.0566%
53,"Fang ""Flare""",ADD_NEW,OK_DISCOVERED,fang_flare.webp,12952,https://ggstand.com/public/storage/items/17792875925ce37d7151e102ea5622f08c6bd2207d.png,https://ggstand.com/en/case/ezknife-m-st,source=WEBP; alpha=90.0887%
54,"G22 ""Flor de Muertos""",ADD_NEW,OK_KNOWN_OVERRIDE+DISCOVERED,g22_flor_de_muertos.webp,20682,https://ggstand.com/public/storage/items/1761659259c8420d10583ba367d7e56450c8986ad7.png,https://ggstand.com/en/case/dia-de-muertos-st-collection,source=WEBP; alpha=82.1991%
55,"G22 ""Frost Wyrm""",REPLACE_EXISTING,SKIPPED_VALID,g22_frost_wyrm.webp,55592,,,alpha=82.1335%
56,"G22 ""Haunt""",REPLACE_EXISTING,SKIPPED_VALID,g22_haunt.webp,25034,,,alpha=90.6036%
57,"G22 ""Lion Lord""",ADD_NEW,OK_DISCOVERED,g22_lion_lord.webp,22018,https://ggstand.com/public/storage/items/16884057250efb279aa96c6aa61745113a1d542842.png,https://ggstand.com/en/case/rare,source=WEBP; alpha=91.6801%
58,"G22 ""Monster""",ADD_NEW,OK_DISCOVERED,g22_monster.webp,43466,https://ggstand.com/public/storage/items/1688127267f41b83f890ba35a76c6e3098ac52bba8.png,https://ggstand.com/en/case/epic,source=WEBP; alpha=83.4297%
59,"G22 ""Reindeer Sweater""",ADD_NEW,OK_KNOWN_OVERRIDE,g22_reindeer_sweater.webp,21166,https://ggstand.com/public/storage/items/1766142343990c70547a438e4e060e970acf4701e2.png,,source=WEBP; alpha=82.1831%
60,"G22 ""Twilight""",ADD_NEW,OK_DISCOVERED,g22_twilight.webp,12510,https://ggstand.com/public/storage/items/176614233617bbc6ddc5899942547fc9756dc6a8c6.png,https://ggstand.com/en/case/arcane,source=WEBP; alpha=82.1915%
61,"G22 ""White Carbon""",REPLACE_EXISTING,SKIPPED_VALID,g22_white_carbon.webp,32766,,,alpha=83.2985%
62,"Karambit ""Claw""",REPLACE_EXISTING,SKIPPED_VALID,karambit_claw.webp,22370,,,alpha=89.7903%
63,"Karambit ""Nebula""",ADD_NEW,OK_DISCOVERED,karambit_nebula.webp,14818,https://ggstand.com/public/storage/items/177127509808681759ea4ecc2849062ee769e66a1b.png,https://ggstand.com/en/case/ezknife-m-st,source=WEBP; alpha=87.8807%
64,"Karambit ""Pelagia""",REPLACE_EXISTING,SKIPPED_VALID,karambit_pelagia.webp,16204,,,alpha=87.6541%
65,"Karambit ""Scratch""",REPLACE_EXISTING,SKIPPED_VALID,karambit_scratch.webp,16116,,,alpha=89.7903%
66,"Karambit ""Universe""",REPLACE_EXISTING,SKIPPED_VALID,karambit_universe.webp,12738,,,alpha=87.7113%
67,"Kukri ""Cascade""",ADD_NEW,OK_DISCOVERED,kukri_cascade.webp,15670,https://ggstand.com/public/storage/items/1756135016542a8eb6533674244d9027686285ad3f.png,https://ggstand.com/en/case/syndicate-st-collection,source=WEBP; alpha=87.9478%
68,"Kukri ""Prophet""",ADD_NEW,OK_DISCOVERED,kukri_prophet.webp,14204,https://ggstand.io/public/storage/items/17792928501e09e797f2b0aef9d2cf93c41f94cc43.png,https://ggstand.io/ru/case/legends-case,source=WEBP; alpha=87.9364%
69,"Kunai ""Poison""",ADD_NEW,OK_DISCOVERED,kunai_poison.webp,21120,https://ggstand.com/public/storage/items/16896914156eac09bfdb4fcd756faeb53c4c0c40e3.png,https://ggstand.com/en/case/ezknife-m-st,source=WEBP; alpha=90.2893%
70,"M16 ""Bigfoot""",ADD_NEW,OK_DISCOVERED,m16_bigfoot.webp,31098,https://ggstand.io/public/storage/items/170318837427e33360c0438b3a870762a09dd00675.png,https://ggstand.io/ru/case/m16,source=WEBP; alpha=91.9327%
71,"M16 ""Muraena""",ADD_NEW,OK_DISCOVERED,m16_muraena.webp,30832,https://ggstand.io/public/storage/items/1689692917447ce59fab44f431a6f8ca371e4dc6d0.png,https://ggstand.io/ru/case/m16,source=WEBP; alpha=88.7100%
72,"M16 ""Naga""",ADD_NEW,OK_DISCOVERED,m16_naga.webp,39376,https://ggstand.com/public/storage/items/176582924447ca24c920405df4aa51312d2643ed03.webp,https://ggstand.com/en/case/dia-de-muertos-st-collection,source=WEBP; alpha=85.3897%
73,"M16 ""Sea Glint""",ADD_NEW,OK_DISCOVERED,m16_sea_glint.webp,39336,https://ggstand.io/public/storage/items/17191365631f3d44d94d19ac0bd5f9a4fd5d63708a.png,https://ggstand.io/ru/case/m16,source=WEBP; alpha=88.4750%
74,"M4 ""Demon""",REPLACE_EXISTING,SKIPPED_VALID,m4_demon.webp,29118,,,alpha=83.6670%
75,"M4 ""Flex""",ADD_NEW,OK_DISCOVERED,m4_flex.webp,23178,https://ggstand.io/public/storage/items/174489521467470ef1203c5216b9880b3df32f1109.png,https://ggstand.io/ru/case/m4,source=WEBP; alpha=80.2849%
76,"M4 ""Ironclad""",REPLACE_EXISTING,SKIPPED_VALID,m4_ironclad.webp,38172,,,alpha=86.6264%
77,"M4 ""Kachi""",ADD_NEW,OK_DISCOVERED,m4_kachi.webp,26140,https://ggstand.io/public/storage/items/17353939386407183854d5dd34be3a76c414f40240.png,https://ggstand.io/ru/case/m4,source=WEBP; alpha=80.3093%
78,"M4 ""Lizard""",REPLACE_EXISTING,SKIPPED_VALID,m4_lizard.webp,42292,,,alpha=84.3361%
79,"M4 ""Night Wolf""",REPLACE_EXISTING,SKIPPED_VALID,m4_night_wolf.webp,34806,,,alpha=83.0711%
80,"M4 ""PRO""",ADD_NEW,OK_DISCOVERED,m4_pro.webp,33770,https://ggstand.io/public/storage/items/1688127677203f4c7bca7a6304ee703f69c5bb28f1.png,https://ggstand.io/ru/case/m4,source=WEBP; alpha=85.1204%
81,"M4 ""Pixel Storm""",REPLACE_EXISTING,SKIPPED_VALID,m4_pixel_storm.webp,46872,,,alpha=84.0248%
82,"M4 ""Samurai""",REPLACE_EXISTING,SKIPPED_VALID,m4_samurai.webp,43232,,,alpha=84.6489%
83,"M40 ""Arctic""",ADD_NEW,OK_DISCOVERED,m40_arctic.webp,20038,https://ggstand.io/public/storage/items/168971412310e6d06c2eb733dc951fd6c770ec15e4.png,https://ggstand.io/ru/case/m40,source=WEBP; alpha=92.3920%
84,"M40 ""Auric Bloom""",REPLACE_EXISTING,SKIPPED_VALID,m40_auric_bloom.webp,25366,,,alpha=77.2949%
85,"M4A1 ""Bubblegum""",REPLACE_EXISTING,SKIPPED_VALID,m4a1_bubblegum.webp,40252,,,alpha=87.7220%
86,"M4A1 ""Ferocity""",REPLACE_EXISTING,SKIPPED_VALID,m4a1_ferocity.webp,28972,,,alpha=91.7267%
87,"M4A1 ""Jade Stone""",ADD_NEW,OK_DISCOVERED,m4a1_jade_stone.webp,21982,https://ggstand.com/public/storage/items/1771237729f0acd7cb72d8852f0aeb5b8fcaa4d8ea.png,https://ggstand.com/en/case/year-of-horse-st-collection,source=WEBP; alpha=81.7978%
88,"M4A1 ""Kitsune""",REPLACE_EXISTING,SKIPPED_VALID,m4a1_kitsune.webp,26450,,,alpha=87.8258%
89,"M4A1 ""Mermaid""",ADD_NEW,OK_DISCOVERED,m4a1_mermaid.webp,25140,https://ggstand.io/public/storage/items/1689692915e9bdaec352489b00972c0e46b96373d8.png,https://ggstand.io/ru/case/m4a1,source=WEBP; alpha=91.4207%
90,"M4A1 ""Serpent""",ADD_NEW,OK_DISCOVERED,m4a1_serpent.webp,24696,https://ggstand.io/public/storage/items/1693400318cb99bf8725dfdb1090ba4d9f9bd783c4.png,https://ggstand.io/ru/case/m4a1,source=WEBP; alpha=93.4303%
91,"M4A1 ""Sparkling Gaze""",REPLACE_EXISTING,SKIPPED_VALID,m4a1_sparkling_gaze.webp,26714,,,alpha=81.9664%
92,"M4A1 ""Treasure Hunter""",REPLACE_EXISTING,SKIPPED_VALID,m4a1_treasure_hunter.webp,22422,,,alpha=81.7719%
93,"M60 ""Grunge""",ADD_NEW,OK_KNOWN_OVERRIDE+DISCOVERED,m60_grunge.webp,40308,https://ggstand.com/public/storage/items/1688128337708747050dce60958703b10a8c025772.png,https://ggstand.io/ru/case/m60,source=WEBP; alpha=86.6501%
94,"M60 ""Spaceware""",ADD_NEW,OK_DISCOVERED,m60_spaceware.webp,41332,https://ggstand.io/public/storage/items/1689714082483860aeac07a0f2c1d3158578c494a3.png,https://ggstand.io/ru/case/m60,source=WEBP; alpha=82.5760%
95,"M9 Bayonet ""Ancient""",REPLACE_EXISTING,SKIPPED_VALID,m9_bayonet_ancient.webp,14592,,,alpha=89.9269%
96,"M9 Bayonet ""Dragon Glass""",REPLACE_EXISTING,SKIPPED_VALID,m9_bayonet_dragon_glass.webp,14904,,,alpha=89.9284%
97,"M9 Bayonet ""Universe""",REPLACE_EXISTING,SKIPPED_VALID,m9_bayonet_universe.webp,13728,,,alpha=89.9284%
98,"MAC10 ""Arcane Surge""",ADD_NEW,OK_KNOWN_OVERRIDE+DISCOVERED,mac10_arcane_surge.webp,14810,https://skins4fps.com/images/standoff/mac10-arcane-surge.png,https://ggstand.io/ru/case/mac10,source=PNG; alpha=84.5818%
99,"MAC10 ""Arid""",ADD_NEW,OK_DISCOVERED,mac10_arid.webp,22632,https://ggstand.io/public/storage/items/169340047331591582e31342e9d349a585df1ebf0c.png,https://ggstand.io/ru/case/mac10,source=WEBP; alpha=93.8316%
100,"MAC10 ""Corrode""",ADD_NEW,OK_DISCOVERED,mac10_corrode.webp,23614,https://ggstand.io/public/storage/items/1710434414745846790155f4c8ab6bdb612a2b3b23.png,https://ggstand.io/ru/case/mac10,source=WEBP; alpha=93.5287%
101,"MP5 ""Arcane Surge""",ADD_NEW,OK_DISCOVERED,mp5_arcane_surge.webp,22424,https://ggstand.io/public/storage/items/17616596438ec88b15bd38af383ff3550420ceb4d5.png,https://ggstand.io/ru/case/wild-safari-s-st,source=WEBP; alpha=78.8750%
102,"MP5 ""Clouds""",ADD_NEW,OK_DISCOVERED,mp5_clouds.webp,21732,https://ggstand.com/public/storage/items/1756134530050508b7c92681cce26165943a52afca.png,https://ggstand.com/en/case/syndicate-st-collection,source=WEBP; alpha=78.9139%
